sku,centro,model_first_flag,actual_first_markdown,delta_weeks
HK1134235BWHT055,AB75,2025-11-10,2025-11-10,0.0
HK1134235BWHT060,7501,2025-12-15,2025-12-15,0.0
HK1134235BWHT065,7501,2025-12-29,2025-12-29,0.0
HK1134235BWHT065,7502,2025-12-15,2025-12-15,0.0
HK1134235BWHT065,AB75,2026-01-05,2026-01-05,0.0
HK1134235BWHT070,7501,2025-12-22,2025-12-22,0.0
HK1134235BWHT075,7501,2026-03-02,2026-03-02,0.0
HK1134235BWHT075,7502,2026-02-16,2026-02-16,0.0
HK1134235BWHT075,AB75,2025-12-22,2025-12-22,0.0
HK1134235BWHT080,7501,2025-11-24,2025-11-24,0.0
HK1134235BWHT080,7502,2025-10-20,2025-10-20,0.0
HK1134235BWHT080,AB75,2025-09-29,2025-09-29,0.0
HK1134235BWHT085,7502,2025-10-13,2025-10-13,0.0
HK1134235BWHT090,7501,2026-01-05,2026-01-05,0.0
HK1134235BWHT090,7502,2025-10-27,2025-10-27,0.0
HK1134235BWHT095,AB75,2026-02-09,2026-02-09,0.0
HK1134497CVOR080,AB75,2024-01-15,2024-01-15,0.0
HK1134497CVOR085,AB75,2023-10-23,2023-08-21,-9.0
HK1134497CVOR090,AB75,2023-11-06,2023-08-21,-11.0
HK1134497CVOR095,AB75,2023-08-28,2023-08-28,0.0
HK1134497CVOR100,AB75,2023-09-11,2023-09-11,0.0
HK1134497CVOR105,AB75,2023-09-04,2023-09-04,0.0
HK1134497CVOR110,AB75,2023-09-04,2023-09-04,0.0
HK1134497CVOR115,AB75,2023-09-04,2023-09-04,0.0
HK1134497CVOR120,AB75,2023-10-02,2023-10-02,0.0
HK1134497MRZ080,7501,2025-09-01,2025-09-01,0.0
HK1134497MRZ080,AB75,2025-09-29,2025-09-29,0.0
HK1134497MRZ085,7501,2025-10-27,2025-10-27,0.0
HK1134497MRZ085,AB75,2025-10-06,2025-10-06,0.0
HK1134497MRZ090,7501,2025-11-24,2025-11-24,0.0
HK1134497MRZ090,AB75,2025-09-29,2025-09-29,0.0
HK1134497MRZ095,7501,2025-06-16,2025-06-16,0.0
HK1134497MRZ095,AB75,2025-05-12,2025-05-12,0.0
HK1134497MRZ100,7501,2025-11-17,2025-11-17,0.0
HK1134497MRZ100,AB75,2025-05-05,2025-05-05,0.0
HK1134497MRZ105,7501,2025-08-11,2025-08-11,0.0
HK1134497MRZ105,AB75,2025-09-29,2025-09-29,0.0
HK1134497MRZ110,AB75,2025-10-06,2025-10-06,0.0
HK1134497MRZ115,AB75,2025-10-06,2025-10-06,0.0
HK1134497MRZ120,7501,2025-05-19,2025-05-19,0.0
HK1134497MRZ120,AB75,2025-08-04,2025-08-04,0.0
HK1134497ONN080,7501,2025-11-17,2025-11-24,1.0
HK1134497ONN085,AB75,2025-03-24,2025-03-24,0.0
HK1134497ONN095,AB75,2025-03-03,2025-03-03,0.0
HK1134497ONN100,7501,2025-04-14,2025-04-14,0.0
HK1134497ONN110,7501,2025-04-14,2025-04-14,0.0
HK1134497ONN110,AB75,2025-03-03,2025-03-03,0.0
HK1134497ONN115,7501,2025-03-03,2025-03-03,0.0
HK1134497ONN115,AB75,2025-05-12,2025-05-12,0.0
HK1134497ONN120,7501,2025-05-19,2025-05-19,0.0
HK1134497TYZ080,7501,2025-11-24,2025-11-24,0.0
HK1134497TYZ080,AB75,2025-10-06,2025-10-06,0.0
HK1134497TYZ085,7501,2025-11-24,2025-12-15,3.0
HK1134497TYZ085,AB75,2025-10-06,2025-10-06,0.0
HK1134497TYZ090,7501,2025-10-06,2025-10-06,0.0
HK1134497TYZ095,7501,2026-01-19,2026-01-19,0.0
HK1134497TYZ095,AB75,2025-11-24,2025-11-24,0.0
HK1134497TYZ100,7501,2025-09-22,2025-09-22,0.0
HK1134497TYZ100,AB75,2025-11-24,2025-11-24,0.0
HK1134497TYZ105,7501,2025-10-06,2025-10-06,0.0
HK1134497TYZ110,7501,2025-11-24,2025-11-24,0.0
HK1134497TYZ115,7501,2025-11-24,2025-11-24,0.0
HK1134497TYZ115,7502,2026-01-05,2026-01-05,0.0
HK1134497TYZ115,AB75,2025-12-01,2025-12-01,0.0
HK1134497TYZ120,AB75,2025-10-06,2025-10-06,0.0
HK1134498DRZY055,7501,2025-07-14,2025-07-14,0.0
HK1134498DRZY060,7501,2025-06-16,2025-06-16,0.0
HK1134498DRZY060,AB75,2025-06-02,2025-06-02,0.0
HK1134498DRZY065,7501,2025-06-16,2025-06-16,0.0
HK1134498DRZY065,AB75,2025-10-06,2025-10-06,0.0
HK1134498DRZY070,7501,2025-06-16,2025-06-16,0.0
HK1134498DRZY070,AB75,2025-10-06,2025-10-13,1.0
HK1134498DRZY075,7501,2025-06-16,2025-06-16,0.0
HK1134498DRZY080,7501,2025-06-16,2025-06-16,0.0
HK1134498DRZY080,AB75,2025-10-06,2025-10-13,1.0
HK1134498DRZY085,7501,2025-07-21,2025-07-21,0.0
HK1134498DRZY085,AB75,2025-04-28,2025-04-28,0.0
HK1134498DRZY090,7501,2025-07-07,2025-07-07,0.0
HK1134498ESK055,7501,2025-06-23,2025-06-23,0.0
HK1134498ESK075,AB75,2024-12-16,2024-12-16,0.0
HK1134498ESK080,AB75,2024-12-16,2024-12-16,0.0
HK1134498ESK090,AB75,2024-12-16,2024-12-16,0.0
HK1134498FDSP070,7501,2025-11-24,2025-11-24,0.0
HK1134498FDSP075,7501,2025-11-24,2025-11-24,0.0
HK1134498FDSP080,7501,2025-11-17,2025-12-22,5.0
HK1134498FDSP080,AB75,2025-12-08,2025-12-08,0.0
HK1134505DOTN080,AB75,2024-12-16,2024-12-16,0.0
HK1134505DOTN090,7501,2025-02-03,2025-02-03,0.0
HK1134505DOTN095,7501,2025-03-17,2025-03-17,0.0
HK1134505DOTN100,7501,2025-02-03,2025-02-03,0.0
HK1134505DOTN110,AB75,2024-12-16,2024-12-16,0.0
HK1134505DOTN115,7501,2025-04-07,2025-04-07,0.0
HK1134505DOTN115,AB75,2025-01-06,2025-01-06,0.0
HK1134505DOTN120,AB75,2025-01-06,2025-01-06,0.0
HK1134506DEGG060,7501,2024-12-16,2024-12-16,0.0
HK1134506DEGG070,7501,2025-06-09,2025-06-09,0.0
HK1134506DEGG075,7501,2025-07-14,2025-07-14,0.0
HK1134506DEGG080,7501,2025-09-01,2025-09-01,0.0
HK1134506DEGG085,7501,2025-06-23,2025-06-23,0.0
HK1134506DEGG090,7501,2025-07-21,2025-07-21,0.0
HK1134516EPRY080,7501,2024-12-16,2024-12-16,0.0
HK1134516EPRY085,AB75,2024-05-06,2024-05-06,0.0
HK1134516EPRY090,AB75,2024-01-15,2024-01-15,0.0
HK1134516EPRY095,AB75,2024-01-22,2024-01-22,0.0
HK1134516EPRY110,AB75,2024-05-06,2024-05-06,0.0
HK1134516EPRY115,AB75,2024-01-22,2024-01-22,0.0
HK1134516EPRY120,AB75,2024-03-04,2024-03-04,0.0
HK1134520CDVB075,AB75,2023-10-09,2023-10-09,0.0
HK1134520CDVB080,AB75,2024-08-05,2024-08-05,0.0
HK1134520CDVB090,AB75,2023-11-06,2023-11-06,0.0
HK1134527BLK080,7501,2025-04-21,2025-04-21,0.0
HK1134527BLK080,AB75,2023-10-02,2023-10-02,0.0
HK1134527BLK090,7501,2024-10-21,2024-10-21,0.0
HK1134527BLK100,AB75,2023-09-04,2023-09-04,0.0
HK1135029BLK00L,7501,2025-07-14,2025-07-14,0.0
HK1135029BLK00M,7501,2025-11-17,2025-11-17,0.0
HK1135029BLK00S,7501,2025-09-08,2025-09-08,0.0
HK1135029BLK00S,AB75,2025-02-24,2025-02-24,0.0
HK1135029BLK0XL,7501,2025-08-11,2025-08-11,0.0
HK1135029BLK0XL,AB75,2025-05-12,2025-05-12,0.0
HK1135029SOCN00S,7501,2025-05-19,2025-05-19,0.0
HK1135029SOCN0XL,7501,2025-07-14,2025-07-14,0.0
HK1135061BBLC040,AB75,2026-02-23,2026-02-23,0.0
HK1135061BBLC050,AB75,2025-12-15,2025-12-15,0.0
HK1135061BBLC060,AB75,2025-10-06,2025-10-06,0.0
HK1135061BBLC070,7501,2025-11-24,2025-11-24,0.0
HK1135061BBLC070,AB75,2025-10-06,2025-10-06,0.0
HK1135061BBLC080,7599,2025-11-24,2025-11-24,0.0
HK1135061BBLC080,AB75,2024-05-27,2024-05-27,0.0
HK1135061BBLC090,7501,2024-10-14,2024-10-14,0.0
HK1135061BBLC090,AB75,2023-10-30,2023-10-30,0.0
HK1135061BBLC100,7501,2025-06-16,2025-06-23,1.0
HK1135061BBLC100,AB75,2023-09-25,2023-09-25,0.0
HK1135061BBLC110,7501,2025-06-30,2025-06-30,0.0
HK1135061BBLC110,AB75,2023-12-11,2023-12-11,0.0
HK1135061BBLC120,7501,2025-06-23,2025-06-30,1.0
HK1135061BBLC120,AB75,2023-09-18,2023-09-25,1.0
HK1135061BLLR040,7501,2025-07-07,2025-07-07,0.0
HK1135061BLLR090,AB75,2024-12-16,2024-12-16,0.0
HK1135061BLLR100,7501,2025-05-19,2025-05-19,0.0
HK1135061GYGY050,7501,2026-02-02,2026-02-02,0.0
HK1135061GYGY050,AB75,2026-02-23,2026-02-23,0.0
HK1135061GYGY060,7501,2026-02-09,2026-02-09,0.0
HK1135061GYGY060,7502,2026-02-23,2026-02-23,0.0
HK1135061GYGY070,7501,2025-10-06,2025-10-06,0.0
HK1135061GYGY070,AB75,2025-07-21,2025-07-21,0.0
HK1135061GYGY080,7501,2026-02-02,2026-02-02,0.0
HK1135061GYGY080,AB75,2026-02-16,2026-02-16,0.0
HK1135061GYGY090,7501,2025-12-01,2025-12-01,0.0
HK1135061GYGY090,7599,2025-11-24,2025-11-24,0.0
HK1135061GYGY090,AB75,2025-09-29,2025-09-29,0.0
HK1135061GYGY100,7501,2025-06-23,2025-06-23,0.0
HK1135061GYGY100,AB75,2025-06-09,2025-06-09,0.0
HK1135061GYGY110,7502,2025-09-29,2025-09-29,0.0
HK1135061GYGY120,7501,2025-06-23,2025-06-23,0.0
HK1135061GYGY120,AB75,2025-09-01,2025-09-01,0.0
HK1135061SSSS040,7501,2026-03-02,2026-03-02,0.0
HK1135061SSSS050,7599,2025-11-24,2025-11-24,0.0
HK1135061SSSS050,AB75,2025-08-04,2025-08-04,0.0
HK1135061SSSS060,AB75,2025-11-24,2025-11-24,0.0
HK1135061SSSS070,7501,2025-11-24,2025-11-24,0.0
HK1135061SSSS070,7599,2025-11-24,2025-11-24,0.0
HK1135061SSSS070,AB75,2025-12-22,2025-12-22,0.0
HK1135061SSSS080,7501,2025-06-30,2025-06-30,0.0
HK1135061SSSS080,AB75,2025-10-13,2025-10-13,0.0
HK1135061SSSS090,7501,2025-09-29,2025-09-29,0.0
HK1135061SSSS090,7502,2025-12-08,2025-12-08,0.0
HK1135061SSSS090,7599,2025-11-24,2025-11-24,0.0
HK1135061SSSS090,AB75,2025-09-08,2025-09-08,0.0
HK1135061SSSS100,7502,2026-01-26,2026-01-26,0.0
HK1135061SSSS100,7599,2025-11-24,2025-11-24,0.0
HK1135061SSSS100,AB75,2025-06-23,2025-06-23,0.0
HK1135061SSSS110,7502,2025-12-29,2025-12-29,0.0
HK1135061SSSS110,7599,2025-11-24,2025-11-24,0.0
HK1135061SSSS110,AB75,2025-07-21,2025-07-21,0.0
HK1135061SSSS120,AB75,2025-11-24,2025-11-24,0.0
HK1135061WWH040,7501,2025-06-09,2025-06-09,0.0
HK1135061WWH040,AB75,2026-02-16,2026-02-16,0.0
HK1135061WWH060,7501,2026-02-16,2026-02-16,0.0
HK1135061WWH080,AB75,2023-09-18,2023-09-18,0.0
HK1135061WWH090,7501,2026-02-16,2026-02-23,1.0
HK1135061WWH100,7501,2026-02-16,2026-02-23,1.0
HK1135061WWH100,AB75,2023-08-28,2023-08-21,-1.0
HK1135061WWH120,7501,2026-02-16,2026-02-16,0.0
HK1141450CRSCL080,7501,2024-12-09,2024-12-09,0.0
HK1141450CRSCL085,7501,2024-12-02,2024-12-02,0.0
HK1141450CRSCL090,7501,2024-12-09,2024-12-09,0.0
HK1141450CRSCL095,7501,2024-11-18,2024-11-18,0.0
HK1141450CRSCL100,AB75,2024-12-16,2024-12-16,0.0
HK1141450CRSCL105,7501,2024-11-25,2024-11-25,0.0
HK1141450CRSCL115,7501,2025-03-03,2025-03-03,0.0
HK1141450CRSCL120,7501,2025-05-19,2025-05-19,0.0
HK1141450WBGL090,AB75,2024-12-16,2024-12-16,0.0
HK1141450WBGL100,AB75,2024-11-25,2024-11-25,0.0
HK1141450WBGL110,7501,2024-12-02,2024-12-02,0.0
HK1141550BASP075,7501,2025-02-17,2025-02-17,0.0
HK1141550BASP075,AB75,2025-05-05,2025-05-05,0.0
HK1141550BASP080,7501,2024-11-25,2024-11-25,0.0
HK1141550BASP085,7501,2025-02-17,2025-02-17,0.0
HK1141550BASP085,AB75,2024-07-15,2024-07-15,0.0
HK1141550BASP090,7501,2024-12-23,2024-12-23,0.0
HK1141550BASP090,AB75,2024-02-19,2024-02-19,0.0
HK1141550BASP095,7501,2024-12-16,2024-12-16,0.0
HK1141550BASP095,AB75,2024-11-04,2024-11-04,0.0
HK1141550BASP100,AB75,2024-03-04,2024-03-04,0.0
HK1141550BASP105,7501,2024-10-28,2024-10-28,0.0
HK1141550BASP105,AB75,2024-01-08,2024-01-08,0.0
HK1141550BASP115,AB75,2024-01-08,2024-01-08,0.0
HK1141550EPWP075,7501,2025-03-31,2025-03-31,0.0
HK1141550EPWP080,7501,2025-05-05,2025-05-05,0.0
HK1141550EPWP085,7501,2025-07-21,2025-07-21,0.0
HK1141550EPWP090,7501,2025-05-05,2025-05-12,1.0
HK1141550EPWP090,AB75,2024-09-23,2024-09-23,0.0
HK1141550EPWP095,7501,2025-08-11,2025-08-11,0.0
HK1141550EPWP100,7501,2025-03-17,2025-03-17,0.0
HK1141550EPWP105,7501,2025-03-31,2025-03-31,0.0
HK1141550EPWP110,7501,2025-04-21,2025-04-21,0.0
HK1141550EPWP115,7501,2025-04-28,2025-04-28,0.0
HK1141550SSRS075,7501,2025-03-17,2025-03-17,0.0
HK1141550SSRS075,AB75,2024-03-25,2024-03-25,0.0
HK1141550SSRS080,7501,2025-02-10,2025-02-10,0.0
HK1141550SSRS080,AB75,2025-01-20,2025-01-20,0.0
HK1141550SSRS085,7501,2024-11-18,2024-11-18,0.0
HK1141550SSRS090,7501,2025-02-17,2025-02-17,0.0
HK1141550SSRS090,AB75,2024-04-08,2024-04-08,0.0
HK1141550SSRS095,7501,2025-01-20,2025-01-20,0.0
HK1141550SSRS100,7501,2024-10-14,2024-10-14,0.0
HK1141550SSRS100,AB75,2024-02-05,2024-02-05,0.0
HK1141550SSRS105,7501,2025-03-17,2025-03-17,0.0
HK1141550SSRS105,AB75,2024-10-28,2024-10-28,0.0
HK1141550SSRS110,7501,2025-03-24,2025-03-24,0.0
HK1141550SSRS110,AB75,2024-04-29,2024-04-29,0.0
HK1141550SSRS115,7501,2025-04-14,2025-04-14,0.0
HK1141570BBLC080,AB75,2025-06-09,2025-06-09,0.0
HK1141570BBLC085,AB75,2025-06-23,2025-06-23,0.0
HK1141570BBLC090,AB75,2025-11-24,2025-11-24,0.0
HK1141570BBLC095,AB75,2025-06-09,2025-06-09,0.0
HK1141570BBLC100,AB75,2025-10-06,2025-10-06,0.0
HK1141570BBLC105,7501,2025-07-28,2025-07-28,0.0
HK1141570BBLC105,AB75,2025-07-28,2025-07-28,0.0
HK1141570BBLC110,AB75,2025-12-01,2025-12-01,0.0
HK1141570BBLC120,AB75,2025-11-24,2025-11-24,0.0
HK1141570SSTST080,7501,2025-12-22,2025-12-22,0.0
HK1141570SSTST080,AB75,2025-07-14,2025-07-14,0.0
HK1141570SSTST085,7501,2025-11-24,2025-11-24,0.0
HK1141570SSTST090,7501,2025-12-08,2025-12-08,0.0
HK1141570SSTST090,AB75,2025-06-16,2025-06-16,0.0
HK1141570SSTST095,7501,2025-10-06,2025-10-06,0.0
HK1141570SSTST095,AB75,2025-07-28,2025-07-28,0.0
HK1141570SSTST100,7501,2025-12-01,2025-12-01,0.0
HK1141570SSTST120,7501,2026-03-09,2026-03-09,0.0
HK1141632FSMSST080,7501,2025-07-21,2025-07-21,0.0
HK1141632FSMSST085,7501,2025-06-30,2025-06-30,0.0
HK1141632FSMSST090,7501,2025-06-16,2025-06-16,0.0
HK1141632FSMSST095,7501,2025-05-12,2025-05-12,0.0
HK1141632FSMSST100,7501,2025-06-16,2025-06-16,0.0
HK1141632FSMSST105,7501,2025-06-23,2025-06-23,0.0
HK1141632FSMSST110,7501,2025-06-30,2025-06-30,0.0
HK1141632FSMSST115,7501,2025-06-16,2025-06-16,0.0
HK1141632FSMSST120,7501,2025-06-23,2025-06-23,0.0
HK1141633FSMLK080,7501,2025-08-25,2025-08-25,0.0
HK1141633FSMLK085,7501,2025-07-07,2025-07-07,0.0
HK1141633FSMLK090,7501,2025-06-23,2025-06-23,0.0
HK1141633FSMLK090,AB75,2025-05-05,2025-05-05,0.0
HK1141633FSMLK095,7501,2025-07-07,2025-07-07,0.0
HK1141633FSMLK100,7501,2025-05-12,2025-05-12,0.0
HK1141633FSMLK105,7501,2025-04-28,2025-04-28,0.0
HK1141633FSMLK110,7501,2025-06-09,2025-06-09,0.0
HK1141633FSMLK115,7501,2025-06-23,2025-06-23,0.0
HK1141633FSMLK120,7501,2025-06-16,2025-06-16,0.0
HK1141671BLK00L,7502,2025-12-08,2025-12-08,0.0
HK1141671BLK00M,7501,2025-07-07,2025-07-07,0.0
HK1141671BLK00M,7502,2026-02-09,2026-02-09,0.0
HK1141671BLK00S,7501,2025-06-23,2025-06-23,0.0
HK1141671BLK00S,AB75,2026-03-16,2026-03-16,0.0
HK1141690BLK00L,7501,2025-07-07,2025-07-07,0.0
HK1141690BLK00L,7502,2025-09-29,2025-09-29,0.0
HK1141690BLK00L,AB75,2025-04-28,2025-04-28,0.0
HK1141690BLK00M,7501,2025-06-30,2025-06-30,0.0
HK1141690BLK00M,7502,2025-09-29,2025-09-29,0.0
HK1141690BLK00M,AB75,2025-11-03,2025-11-03,0.0
HK1141690BLK00S,7501,2025-11-03,2025-11-03,0.0
HK1141690BLK00S,7502,2025-09-29,2025-09-29,0.0
HK1141690BLK0XL,7501,2025-07-21,2025-07-21,0.0
HK1141690BLK0XL,7502,2025-12-15,2025-12-15,0.0
HK1141690BLK0XL,AB75,2025-07-14,2025-07-14,0.0
HK1141690NHKC00S,7501,2026-03-09,2026-03-09,0.0
HK1141690OHZ00L,AB75,2026-01-12,2026-01-12,0.0
HK1141690SLTB00M,7502,2026-02-23,2026-02-23,0.0
HK1141690SLTB00S,7501,2026-02-23,2026-02-23,0.0
HK1142830FDZYD055,7501,2025-07-07,2025-07-07,0.0
HK1142830FDZYD060,7501,2025-07-07,2025-07-07,0.0
HK1142830FDZYD065,7501,2025-07-07,2025-07-07,0.0
HK1142830FDZYD065,7502,2026-01-12,2026-01-12,0.0
HK1142830FDZYD070,7501,2025-07-07,2025-07-07,0.0
HK1142830FDZYD070,AB75,2025-05-05,2025-05-05,0.0
HK1142830FDZYD075,7501,2025-07-28,2025-07-28,0.0
HK1142830FDZYD080,7501,2025-08-11,2025-08-11,0.0
HK1142830FDZYD085,7501,2025-10-27,2025-10-27,0.0
HK1142830FDZYD090,7501,2025-07-21,2025-07-21,0.0
HK1142831FMFGD055,7501,2025-09-08,2025-09-08,0.0
HK1142831FMFGD055,AB75,2026-02-02,2026-02-02,0.0
HK1142831FMFGD060,7501,2025-07-14,2025-07-14,0.0
HK1142831FMFGD065,7501,2025-07-28,2025-07-28,0.0
HK1142831FMFGD070,7501,2025-06-30,2025-06-30,0.0
HK1142831FMFGD075,7501,2025-05-05,2025-05-05,0.0
HK1142831FMFGD075,AB75,2025-04-28,2025-04-28,0.0
HK1142831FMFGD080,7501,2025-06-16,2025-06-16,0.0
HK1142831FMFGD085,7501,2025-09-08,2025-09-08,0.0
HK1142831FMFGD090,7501,2025-06-23,2025-06-23,0.0
HK1144710WWH080,AB75,2023-09-18,2023-09-18,0.0
HK1144710WWH090,AB75,2023-09-11,2023-09-11,0.0
HK1144710WWH095,AB75,2023-08-28,2023-08-28,0.0
HK1144710WWH100,AB75,2023-09-18,2023-08-21,-4.0
HK1144710WWH110,AB75,2023-10-02,2023-10-02,0.0
HK1144710WWH120,AB75,2023-10-16,2023-10-16,0.0
HK1147790AFF080,7502,2025-10-20,2025-10-20,0.0
HK1147790AFF080,AB75,2026-01-26,2026-01-26,0.0
HK1147790AFF090,7501,2025-12-15,2025-12-15,0.0
HK1147790AFF090,7502,2026-02-09,2026-02-09,0.0
HK1147790AFF090,AB75,2025-11-10,2025-11-10,0.0
HK1147790AFF095,7501,2025-12-15,2025-12-15,0.0
HK1147790AFF095,7502,2025-12-22,2025-12-22,0.0
HK1147790AFF095,AB75,2025-12-08,2025-12-08,0.0
HK1147790AFF100,7502,2025-12-22,2025-12-22,0.0
HK1147790AFF100,AB75,2025-12-08,2025-12-08,0.0
HK1147790AFF105,7501,2026-01-12,2026-01-12,0.0
HK1147790AFF105,7502,2026-03-02,2026-03-09,1.0
HK1147790AFF105,AB75,2025-11-17,2025-11-17,0.0
HK1147790AFF115,7501,2025-12-22,2025-12-22,0.0
HK1147790AFF115,AB75,2025-11-24,2025-11-24,0.0
HK1147790BKLC085,AB75,2025-01-27,2025-01-27,0.0
HK1147790BKLC090,7501,2025-02-03,2025-02-03,0.0
HK1147790BKLC090,AB75,2025-02-24,2025-02-24,0.0
HK1147790BKLC100,AB75,2025-03-03,2025-03-03,0.0
HK1147790BKLC105,AB75,2025-01-27,2025-01-27,0.0
HK1147790BKLC115,7501,2025-03-03,2025-03-03,0.0
HK1147790BWHT080,7502,2025-11-24,2025-11-24,0.0
HK1147790BWHT080,AB75,2025-11-03,2025-11-03,0.0
HK1147790BWHT085,7501,2025-11-24,2025-11-24,0.0
HK1147790BWHT090,7501,2025-12-01,2025-12-01,0.0
HK1147790BWHT090,7502,2025-12-29,2025-12-29,0.0
HK1147790BWHT090,AB75,2025-12-01,2025-12-01,0.0
HK1147790BWHT095,7501,2025-12-08,2025-12-08,0.0
HK1147790BWHT095,7502,2026-03-09,2026-03-16,1.0
HK1147790BWHT100,7501,2025-12-08,2025-12-08,0.0
HK1147790BWHT100,7502,2026-03-16,2026-03-16,0.0
HK1147790BWHT105,7501,2026-01-26,2026-01-26,0.0
HK1147790BWHT105,7502,2026-02-09,2026-02-09,0.0
HK1147790BWHT110,7501,2025-12-08,2025-12-08,0.0
HK1147790BWHT115,7501,2025-12-22,2025-12-22,0.0
HK1147790BWHT115,7502,2026-02-09,2026-02-09,0.0
HK1147790BWHT120,7501,2025-12-15,2025-12-15,0.0
HK1147790BWHT120,7502,2025-11-24,2025-11-24,0.0
HK1147790BWHT120,7599,2025-11-24,2025-11-24,0.0
HK1147790DDW095,7501,2024-12-09,2024-12-09,0.0
HK1147790DHN080,7501,2025-05-19,2025-05-19,0.0
HK1147790DHN085,7501,2025-05-19,2025-05-19,0.0
HK1147790DHN085,AB75,2025-04-07,2025-04-07,0.0
HK1147790DHN090,7501,2025-06-02,2025-06-02,0.0
HK1147790DHN090,AB75,2025-05-19,2025-05-19,0.0
HK1147790DHN095,AB75,2025-09-08,2025-09-08,0.0
HK1147790DHN100,7501,2025-03-31,2025-03-31,0.0
HK1147790DHN100,AB75,2025-04-07,2025-04-07,0.0
HK1147790DHN105,7501,2025-04-28,2025-04-28,0.0
HK1147790DHN110,7501,2025-04-14,2025-04-14,0.0
HK1147790DHN110,AB75,2025-10-06,2025-10-06,0.0
HK1147790DHN120,AB75,2025-10-06,2025-10-06,0.0
HK1147790FLV080,7501,2025-09-29,2025-09-29,0.0
HK1147790FLV085,7501,2025-12-29,2025-12-29,0.0
HK1147790FLV085,AB75,2025-12-08,2025-12-08,0.0
HK1147790FLV090,7501,2025-11-24,2025-11-24,0.0
HK1147790FLV090,AB75,2025-12-08,2025-12-08,0.0
HK1147790FLV095,7501,2025-11-17,2025-11-17,0.0
HK1147790FLV095,AB75,2025-11-24,2025-11-24,0.0
HK1147790FLV100,7501,2025-08-18,2025-08-18,0.0
HK1147790FLV100,AB75,2025-08-11,2025-08-11,0.0
HK1147790FLV105,7501,2025-09-15,2025-09-15,0.0
HK1147790FLV105,AB75,2025-11-24,2025-11-24,0.0
HK1147790FLV110,7501,2026-02-09,2026-02-09,0.0
HK1147790FLV110,7599,2025-08-04,2025-08-04,0.0
HK1147790FLV115,7501,2025-12-08,2025-12-08,0.0
HK1147790FLV120,7501,2026-02-09,2026-02-09,0.0
HK1147790PYS090,7501,2024-11-04,2024-11-04,0.0
HK1147790PYS100,7501,2024-12-16,2024-12-16,0.0
HK1147790PYS110,AB75,2024-10-21,2024-10-21,0.0
HK1147790PYS115,7501,2024-12-09,2024-12-09,0.0
HK1147790PYS115,AB75,2024-11-25,2024-11-25,0.0
HK1147790WNL085,7502,2025-12-15,2025-12-15,0.0
HK1147790WNL085,AB75,2025-12-08,2025-12-08,0.0
HK1147790WNL090,7502,2025-12-01,2025-12-01,0.0
HK1147790WNL090,AB75,2025-11-24,2025-11-24,0.0
HK1147790WNL095,7502,2025-12-15,2025-12-15,0.0
HK1147790WNL095,AB75,2025-11-24,2025-11-24,0.0
HK1147790WNL100,7502,2025-12-15,2025-12-15,0.0
HK1147790WNL105,7501,2025-12-08,2025-12-08,0.0
HK1147790WNL105,7502,2025-12-08,2025-12-08,0.0
HK1147790WNL105,AB75,2025-11-03,2025-11-03,0.0
HK1147790WNL110,7502,2026-02-09,2026-02-09,0.0
HK1147790WNL120,7502,2026-01-12,2026-01-12,0.0
HK1147791AQL080,7501,2024-11-25,2024-11-25,0.0
HK1147791AQL085,7501,2024-12-02,2024-12-02,0.0
HK1147791AQL085,AB75,2024-11-11,2024-11-11,0.0
HK1147791AQL090,7501,2024-11-11,2024-11-11,0.0
HK1147791AQL090,AB75,2024-12-09,2024-12-09,0.0
HK1147791AQL095,7501,2024-12-23,2024-12-23,0.0
HK1147791AQL100,7501,2024-10-28,2024-10-28,0.0
HK1147791AQL100,AB75,2024-12-16,2024-12-16,0.0
HK1147791AQL105,7501,2024-10-28,2024-10-28,0.0
HK1147791AQL115,7501,2024-12-09,2024-12-09,0.0
HK1147791AQL115,AB75,2024-11-25,2024-11-25,0.0
HK1147791BKSTR080,7501,2025-11-17,2026-02-02,11.0
HK1147791BKSTR080,AB75,2025-06-09,2025-06-09,0.0
HK1147791BKSTR085,7501,2025-11-24,2025-11-24,0.0
HK1147791BKSTR085,7502,2025-12-08,2025-12-08,0.0
HK1147791BKSTR085,AB75,2025-08-04,2025-08-04,0.0
HK1147791BKSTR090,7501,2025-06-16,2025-06-16,0.0
HK1147791BKSTR090,7502,2026-02-09,2026-03-02,3.0
HK1147791BKSTR090,AB75,2025-09-15,2025-09-15,0.0
HK1147791BKSTR095,7501,2025-07-21,2025-07-21,0.0
HK1147791BKSTR095,7502,2026-01-19,2026-01-19,0.0
HK1147791BKSTR095,AB75,2025-05-26,2025-05-26,0.0
HK1147791BKSTR100,7501,2025-06-23,2025-06-23,0.0
HK1147791BKSTR100,7502,2026-01-05,2026-01-05,0.0
HK1147791BKSTR100,AB75,2025-05-26,2025-05-26,0.0
HK1147791BKSTR105,7501,2025-06-16,2025-09-29,15.0
HK1147791BKSTR105,7502,2025-11-17,2025-11-17,0.0
HK1147791BKSTR105,AB75,2025-08-04,2025-08-04,0.0
HK1147791BKSTR110,7501,2025-06-16,2025-06-16,0.0
HK1147791BKSTR110,7502,2026-01-05,2026-01-05,0.0
HK1147791BKSTR110,AB75,2025-06-30,2025-06-30,0.0
HK1147791BKSTR115,7501,2025-08-11,2025-08-11,0.0
